0.44309625559625565,"[6 2 6 8 1 9 3 6 4 9 2 8 5 1 9 1 9 4 7 2 8 4 6 3 1 7 2 9 4 8 2 9 1 7 2 9 2
 9 1 9 4 8 4 6 4 2 5 1 9 4 5 3 9 1 1 9 1 7 4 9 8 2 7 4 5 1 4 6 4 1 5 3 8 2
 5 5 2 9 8 4 5 4 9 2 1 7 1 7 2 9]","[6 4 6 8 1 5 3 5 3 7 2 8 5 1 9 2 8 3 6 2 9 4 7 3 1 7 4 5 5 4 2 5 1 3 4 4 2
 9 1 3 7 4 8 8 8 3 7 4 3 5 4 3 9 1 2 9 1 7 4 8 9 2 5 4 5 1 1 7 1 1 7 2 2 6
 3 6 2 8 9 4 5 4 9 2 1 5 1 4 7 1]"
0.3979446479446479,"[6 2 6 8 1 9 3 6 4 9 2 8 5 1 9 1 9 4 7 2 8 4 6 3 1 7 2 9 4 8 2 9 1 7 2 9 2
 9 1 9 4 8 4 6 4 2 5 1 9 4 5 3 9 1 1 9 1 7 4 9 8 2 7 4 5 1 4 6 4 1 5 3 8 2
 5 5 2 9 8 4 5 4 9 2 1 7 1 7 2 9]","[5 4 6 8 1 5 3 7 1 6 2 9 5 1 9 2 5 3 6 2 9 4 7 2 2 7 4 5 4 6 4 5 1 8 1 7 3
 9 1 3 5 4 4 8 1 4 7 3 3 4 5 3 9 1 2 2 9 7 1 5 9 1 5 4 5 1 2 5 4 1 5 3 2 7
 1 6 2 6 9 4 5 4 9 2 2 5 3 4 9 1]"
0.4901048026048026,"[6 2 6 8 1 9 3 6 4 9 2 8 5 1 9 1 9 4 7 2 8 4 6 3 1 7 2 9 4 8 2 9 1 7 2 9 2
 9 1 9 4 8 4 6 4 2 5 1 9 4 5 3 9 1 1 9 1 7 4 9 8 2 7 4 5 1 4 6 4 1 5 3 8 2
 5 5 2 9 8 4 5 4 9 2 1 7 1 7 2 9]","[6 4 6 8 1 5 3 7 4 6 2 8 5 1 9 2 5 3 6 2 9 4 5 3 1 7 3 5 4 6 4 5 1 8 2 8 2
 9 1 3 4 5 4 8 2 2 5 1 3 4 5 3 9 1 2 1 1 4 8 1 9 1 5 4 5 4 1 7 1 4 7 3 2 9
 3 6 2 6 9 4 5 2 9 3 1 5 1 4 9 9]"
0.4311406186406186,"[6 2 6 8 1 9 3 6 4 9 2 8 5 1 9 1 9 4 7 2 8 4 6 3 1 7 2 9 4 8 2 9 1 7 2 9 2
 9 1 9 4 8 4 6 4 2 5 1 9 4 5 3 9 1 1 9 1 7 4 9 8 2 7 4 5 1 4 6 4 1 5 3 8 2
 5 5 2 9 8 4 5 4 9 2 1 7 1 7 2 9]","[6 4 5 8 1 5 3 7 4 6 2 7 6 2 9 2 5 4 5 2 9 4 7 3 1 7 2 5 3 6 2 9 1 9 4 5 2
 9 1 6 4 6 4 8 1 2 5 3 8 4 5 4 9 1 2 2 1 5 5 5 8 2 5 4 9 4 1 7 1 4 5 3 2 6
 3 6 1 7 9 4 5 2 9 2 1 5 1 4 5 1]"
0.4688390313390313,"[6 2 6 8 1 9 3 6 4 9 2 8 5 1 9 1 9 4 7 2 8 4 6 3 1 7 2 9 4 8 2 9 1 7 2 9 2
 9 1 9 4 8 4 6 4 2 5 1 9 4 5 3 9 1 1 9 1 7 4 9 8 2 7 4 5 1 4 6 4 1 5 3 8 2
 5 5 2 9 8 4 5 4 9 2 1 7 1 7 2 9]","[6 4 5 8 1 5 2 7 4 6 2 9 5 1 9 2 5 3 5 2 9 5 5 3 1 7 4 5 4 6 1 5 1 7 4 7 2
 9 2 3 4 4 4 8 2 2 5 3 3 4 4 3 9 1 2 2 9 5 4 5 8 2 5 4 5 1 4 7 1 4 5 3 2 6
 3 6 2 6 9 4 5 4 9 2 2 5 1 6 2 9]"
0.49193630443630443,"[6 2 6 8 1 9 3 6 4 9 2 8 5 1 9 1 9 4 7 2 8 4 6 3 1 7 2 9 4 8 2 9 1 7 2 9 2
 9 1 9 4 8 4 6 4 2 5 1 9 4 5 3 9 1 1 9 1 7 4 9 8 2 7 4 5 1 4 6 4 1 5 3 8 2
 5 5 2 9 8 4 5 4 9 2 1 7 1 7 2 9]","[6 4 5 8 1 5 4 7 3 6 2 9 5 2 9 4 9 2 6 2 9 4 6 3 2 5 3 5 4 6 2 5 1 9 2 9 2
 9 2 3 4 4 4 8 2 4 7 3 8 4 5 3 9 1 2 8 1 5 4 9 8 2 5 4 5 1 1 5 3 1 5 3 4 6
 3 6 2 9 9 4 5 4 9 2 1 5 1 1 2 9]"
0.5671041921041922,"[6 2 6 8 1 9 3 6 4 9 2 8 5 1 9 1 9 4 7 2 8 4 6 3 1 7 2 9 4 8 2 9 1 7 2 9 2
 9 1 9 4 8 4 6 4 2 5 1 9 4 5 3 9 1 1 9 1 7 4 9 8 2 7 4 5 1 4 6 4 1 5 3 8 2
 5 5 2 9 8 4 5 4 9 2 1 7 1 7 2 9]","[6 4 6 8 1 5 3 7 7 5 2 9 5 1 9 4 8 3 7 2 9 4 7 3 1 7 4 6 4 6 4 9 1 4 7 7 2
 9 1 3 4 4 4 8 1 2 5 1 8 4 5 3 9 1 2 9 1 7 4 8 8 1 5 4 5 4 2 5 1 1 5 3 2 7
 3 6 2 6 9 4 5 4 9 2 1 5 1 5 2 2]"
0.4602920227920227,"[6 2 6 8 1 9 3 6 4 9 2 8 5 1 9 1 9 4 7 2 8 4 6 3 1 7 2 9 4 8 2 9 1 7 2 9 2
 9 1 9 4 8 4 6 4 2 5 1 9 4 5 3 9 1 1 9 1 7 4 9 8 2 7 4 5 1 4 6 4 1 5 3 8 2
 5 5 2 9 8 4 5 4 9 2 1 7 1 7 2 9]","[6 4 5 8 1 5 3 7 4 5 2 6 5 2 9 2 6 3 6 2 9 4 5 3 1 7 1 5 4 6 1 9 1 9 3 6 2
 9 3 8 4 5 8 8 8 2 5 3 3 4 5 3 9 1 6 2 9 2 5 5 8 2 5 4 5 4 4 7 1 4 5 3 2 6
 3 6 2 6 8 4 5 2 5 3 2 5 4 8 2 9]"
0.4408831908831909,"[6 2 6 8 1 9 3 6 4 9 2 8 5 1 9 1 9 4 7 2 8 4 6 3 1 7 2 9 4 8 2 9 1 7 2 9 2
 9 1 9 4 8 4 6 4 2 5 1 9 4 5 3 9 1 1 9 1 7 4 9 8 2 7 4 5 1 4 6 4 1 5 3 8 2
 5 5 2 9 8 4 5 4 9 2 1 7 1 7 2 9]","[6 4 6 8 1 5 3 7 1 5 2 6 5 1 9 1 8 2 6 2 9 2 5 3 1 7 4 5 4 6 4 8 1 4 9 4 2
 9 2 3 4 4 4 8 1 4 7 1 3 5 4 3 9 1 2 2 1 5 4 5 9 2 9 4 7 1 1 7 1 1 5 3 3 7
 3 6 2 9 9 4 5 4 5 3 1 5 1 4 5 1]"
0.47461334961334967,"[6 2 6 8 1 9 3 6 4 9 2 8 5 1 9 1 9 4 7 2 8 4 6 3 1 7 2 9 4 8 2 9 1 7 2 9 2
 9 1 9 4 8 4 6 4 2 5 1 9 4 5 3 9 1 1 9 1 7 4 9 8 2 7 4 5 1 4 6 4 1 5 3 8 2
 5 5 2 9 8 4 5 4 9 2 1 7 1 7 2 9]","[6 4 6 8 1 5 3 7 1 5 2 9 5 2 9 4 8 2 6 2 9 4 7 3 2 5 4 5 4 6 4 8 2 4 9 2 3
 9 1 3 4 4 4 8 2 4 7 1 8 4 5 3 9 1 2 5 1 4 4 7 8 2 5 4 5 1 2 7 3 1 7 3 3 7
 3 6 2 9 9 4 5 4 9 2 1 7 1 6 9 9]"
